politician,polltype,subgroup,start_date,end_date,pollster_rating_name,sample_size,raw_sample_size,population,weight,approve,disapprove,approve_adjusted,disapprove_adjusted,tracking,url,poll_id,question_id,created_at,timestamp,pollster_rating_id,subpopulation
Joe Biden,potus-approve,All polls,2024-01-26,2024-01-30,Hart Research Associates/Public Opinion Strategies,1000,1000,rv,0.8372672655055472,37,60,36.4129048604579,58.774186962191116,NA,https://www.nbcnews.com/politics/2024-election/poll-biden-trump-economy-presidential-race-rcna136834,85839,191709,2024-02-04,2024-02-08T16:31:06Z,221,NA
Joe Biden,potus-approve,All polls,2024-01-25,2024-01-30,SSRS,1212,1212,a,0.9217548298496783,38,62,36.64210584134225,58.81477342820395,NA,https://www.cnn.com/2024/02/01/politics/cnn-poll-trump-biden-election-2024/index.html,85826,191643,2024-02-02,2024-02-08T16:31:06Z,297,NA
Joe Biden,potus-approve,All polls,2024-01-27,2024-01-30,Civiqs,1217,1217,rv,0.9236541824301154,35,56,37.11369502515275,54.24307850158388,NA,https://civiqs.com/reports/2024/1/31/report-voters-divided-on-trump-vs-biden-in-2024-presidential-election,85781,191503,2024-01-31,2024-02-08T16:31:06Z,471,NA
Joe Biden,potus-approve,All polls,2024-01-28,2024-01-30,YouGov,1686,1686,a,0.5435792892885342,41,54,40.811355686811886,54.72123388150526,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_f35zM8U.pdf,85772,191344,2024-01-31,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2024-01-25,2024-01-29,AP-NORC,1152,1152,a,0.8986495300827687,38,61,35.88983933753547,59.06429873206551,NA,https://apnorc.org/projects/despite-improved-views-of-the-economy-bidens-ratings-are-unchanged/,85799,191569,2024-02-01,2024-02-08T16:31:06Z,397,NA
Joe Biden,potus-approve,All polls,2024-01-25,2024-01-29,Quinnipiac University,1852,1852,a,1.139422006825819,39,55,42.62695495552084,53.93165056520746,NA,https://poll.qu.edu/poll-release?releaseid=3889,85779,191484,2024-01-31,2024-02-08T16:31:06Z,267,NA
Joe Biden,potus-approve,All polls,2024-01-25,2024-01-29,YouGov,1594,1594,a,0.6103060050433977,40,56,39.811355686811886,56.72123388150526,NA,https://news.yahoo.com/yahoo-newsyougov-poll-trump-and-biden-both-get-big-boost-after-winning-first-round-of-primaries-205413210.html,85761,191289,2024-01-31,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2024-01-26,2024-01-29,Emerson College,1260,1260,rv,0.9398301746048547,42.2,46.3,41.439590916673566,49.39754952593229,NA,https://emersoncollegepolling.com/january-2024-national-poll-trump-and-biden-remain-neck-and-neck-in-likely-rematch/,85742,191220,2024-01-30,2024-02-08T16:31:06Z,88,NA
Joe Biden,potus-approve,All polls,2024-01-26,2024-01-28,Big Village,1017,1017,a,0.8443540453762377,40.8,51.9,41.597235675811206,53.32328083309514,NA,https://s3.amazonaws.com/cdn.big-village.com/big-village%2F2024%2F02%2FBig-Village-Political-Poll-01.28.24.pdf,85846,191748,2024-02-05,2024-02-08T16:31:06Z,37,NA
Joe Biden,potus-approve,All polls,2024-01-26,2024-01-28,Ipsos,1019,1019,a,0.8451838775621504,38,57,37.39497890855343,57.13598807632937,NA,https://www.reuters.com/world/us/bidens-job-approval-drops-38-border-worries-rise-reutersipsos-2024-01-31/,85821,191624,2024-02-01,2024-02-08T16:31:06Z,154,NA
Joe Biden,potus-approve,All polls,2024-01-26,2024-01-28,Leger,1004,1004,a,0.8389401288427469,35,53,34.10814210348787,52.106365787288375,NA,https://leger360.com/north-american-tracker/economic-recession-and-personal-finances/,85762,191291,2024-01-31,2024-02-08T16:31:06Z,572,NA
Joe Biden,potus-approve,All polls,2024-01-24,2024-01-25,RMG Research,1000,1000,rv,0.59203736110449,41,58,40.06566124056903,57.20613519412983,NA,https://twitter.com/RMG_Research/status/1750963516394045521?s=20,85709,191141,2024-01-26,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2024-01-18,2024-01-24,Rasmussen Reports,1500,1500,lv,0.7250947216849343,44,55,42.53591844812355,52.263885742652384,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,85703,191115,2024-01-25,2024-02-08T16:31:06Z,277,NA
Joe Biden,potus-approve,All polls,2024-01-19,2024-01-23,Clarity Campaign Labs,1092,1092,lv,0.8749342772372979,39,54,39.2471618525454,54.6337040382588,NA,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/65bbc99ed92dcc3f3d6c412d/1706805664506/Clarity+Omnibus+Overview+-+January+2024.pdf,85818,191613,2024-02-01,2024-02-08T16:31:06Z,52,NA
Joe Biden,potus-approve,All polls,2024-01-21,2024-01-23,YouGov,1664,1664,a,0.763705248295504,40,56,39.811355686811886,56.72123388150526,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_kPUXgWx.pdf,85699,191074,2024-01-24,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2024-01-02,2024-01-22,Gallup,1011,1011,a,0.8418596409734196,41,54,40.79488951266145,52.33058769233917,NA,https://news.gallup.com/poll/609188/biden-third-year-job-approval-average-second-worst.aspx,85704,191116,2024-01-25,2024-02-08T16:31:06Z,112,NA
Joe Biden,potus-approve,All polls,2024-01-19,2024-01-22,The Bullfinch Group,1002,1002,rv,0.838104114555531,41,55,37.686809042873136,55.93049181533837,NA,https://independentcenter.org/wp-content/uploads/2024/01/Independent-Center-2024-Nationwide-January-Survey-of-Adults-Toplines_PR.pdf,85689,191008,2024-01-23,2024-02-08T16:31:06Z,692,NA
Joe Biden,potus-approve,All polls,2024-01-16,2024-01-21,Pew Research Center,5140,5140,a,0.7734186551169094,33,65,34.1609092596397,60.86421115832242,NA,https://www.pewresearch.org/politics/2024/01/25/americans-more-upbeat-on-the-economy-bidens-job-rating-remains-very-low/,85705,191117,2024-01-25,2024-02-08T16:31:06Z,253,NA
Joe Biden,potus-approve,All polls,2024-01-17,2024-01-21,Harris Insights & Analytics,3034,3034,rv,0.8419984128594645,38,57,35.35202398258512,56.974175800068444,NA,https://themessenger.com/politics/messenger-poll-trump-leads-biden-by-seven-points-exclusive,85700,191076,2024-01-24,2024-02-08T16:31:06Z,133,NA
Joe Biden,potus-approve,All polls,2024-01-17,2024-01-20,American Research Group,1100,1100,a,0.8781333163454453,40,54,39.06943089292441,54.51230483845549,NA,https://americanresearchgroup.com/economy/,85673,190614,2024-01-22,2024-02-08T16:31:06Z,9,NA
Joe Biden,potus-approve,All polls,2024-01-17,2024-01-18,RMG Research,1000,1000,rv,0.48339648112328953,37,60,36.06566124056903,59.20613519412983,NA,https://twitter.com/ScottWRasmussen/status/1749568678591438862,85691,191011,2024-01-23,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2024-01-16,2024-01-18,NewsNation,1000,1000,rv,0.8372672655055472,42.69,57.31,39.11698930998907,55.87685501017433,NA,https://www.newsnationnow.com/polls/2024-election-poll-ddhq/,85690,191010,2024-01-23,2024-02-08T16:31:06Z,696,NA
Joe Biden,potus-approve,All polls,2024-01-16,2024-01-18,Echelon Insights,1029,1029,lv,0.8493208767184893,39,58,36.456457341040505,57.07751633289645,NA,https://echeloninsights.com/in-the-news/jan2024-verified-voter-omnibus/,85676,191009,2024-01-23,2024-02-08T16:31:06Z,407,NA
Joe Biden,potus-approve,All polls,2024-01-17,2024-01-18,Harris Insights & Analytics,2346,2346,rv,0.9068033545756274,42,57,39.35202398258512,56.974175800068444,NA,https://harvardharrispoll.com/wp-content/uploads/2024/01/HHP_Jan24_KeyResults.pdf,85672,190613,2024-01-22,2024-02-08T16:31:06Z,133,NA
Joe Biden,potus-approve,All polls,2024-01-18,2024-01-18,Redfield & Wilton Strategies,1500,1500,rv,1.0254387894119787,38,47,39.64152069591837,54.10485415411968,NA,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-19-january-2024/,85656,190551,2024-01-19,2024-02-08T16:31:06Z,562,NA
Joe Biden,potus-approve,All polls,2024-01-16,2024-01-17,Harris Insights & Analytics,1045,1045,rv,0.8558984841744127,42,53,39.35202398258512,52.974175800068444,NA,https://themessenger.com/politics/messenger-poll-trump-keeps-lead-over-biden-in-head-to-head-matchup-exclusive,85644,190473,2024-01-18,2024-02-08T16:31:06Z,133,NA
Joe Biden,potus-approve,All polls,2024-01-11,2024-01-17,Rasmussen Reports,1500,1500,lv,0.7250947216849343,45,54,43.53591844812355,51.263885742652384,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,85643,190472,2024-01-18,2024-02-08T16:31:06Z,277,NA
Joe Biden,potus-approve,All polls,2024-01-14,2024-01-16,YouGov,1660,1660,a,0.622812798694398,40,54,39.811355686811886,54.72123388150526,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Jt39PjS.pdf,85626,190372,2024-01-17,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2024-01-11,2024-01-14,McLaughlin & Associates,2000,2000,rv,1.1840747222089798,39.9,60.1,37.946031667021366,57.99071403541619,NA,https://americasnewmajorityproject.com/wp-content/uploads/2024/01/20240114-National-ANMP-Topline.pdf,85627,190374,2024-01-17,2024-02-08T16:31:06Z,203,NA
Joe Biden,potus-approve,All polls,2024-01-10,2024-01-11,RMG Research,1000,1000,rv,0.48339648112328953,36,61,35.06566124056903,60.20613519412983,NA,https://twitter.com/ScottWRasmussen/status/1747349624728261068,85624,190370,2024-01-16,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2024-01-04,2024-01-10,Rasmussen Reports,1500,1500,lv,0.5920373611044899,44,55,42.53591844812355,52.263885742652384,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,85590,190277,2024-01-11,2024-02-08T16:31:06Z,277,NA
Joe Biden,potus-approve,All polls,2024-01-08,2024-01-09,RMG Research,1000,1000,rv,0.59203736110449,43,57,42.06566124056903,56.20613519412983,NA,https://twitter.com/RMG_Research/status/1745533477137596558,85593,190280,2024-01-11,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2024-01-07,2024-01-09,YouGov,1593,1593,a,0.6101145364880838,40,53,39.811355686811886,53.72123388150526,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_O5mTWEc.pdf,85578,190163,2024-01-10,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2024-01-04,2024-01-08,Global Strategy Group/GBAO (Navigator Research),1000,1000,rv,0.8372672655055472,37,59,35.617537573578176,57.479448545358764,NA,https://navigatorresearch.org/wp-content/uploads/2024/02/Navigator-Toplines-01.26.2024.pdf,85688,191762,2024-02-06,2024-02-08T16:31:06Z,413,NA
Joe Biden,potus-approve,All polls,2024-01-04,2024-01-08,Ipsos,2228,2228,a,1.2497458556924843,33,58,32.39497890855343,58.13598807632937,NA,https://abcnews.go.com/Politics/trump-tops-opponents-biden-hits-new-low-approval/story?id=106335244&mc_cid=7e90c54eaa&mc_eid=UNIQID,85599,190313,2024-01-14,2024-02-08T16:31:06Z,154,NA
Joe Biden,potus-approve,All polls,2024-01-03,2024-01-05,TIPP Insights,1401,1401,a,0.9910217353397845,36,54,36.16183059739699,58.87678297018339,NA,https://tippinsights.com/bidens-report-card-a-liability-for-reelection/,85573,190133,2024-01-09,2024-02-08T16:31:06Z,144,NA
Joe Biden,potus-approve,All polls,2024-01-03,2024-01-05,YouGov,2157,2157,a,0.8695092104671903,41,59,40.811355686811886,59.72123388150526,NA,https://www.cbsnews.com/news/cbs-news-opinion-poll-fewer-americans-expecting-economic-slowdown-2024-01-07/,85541,189888,2024-01-07,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2024-01-02,2024-01-04,Noble Predictive Insights,2573,2573,rv,1.3430247158230566,37,60,36.37156097000209,58.859497878107014,NA,https://www.thecentersquare.com/national/article_42b578d4-b001-11ee-8b12-c72a1fdf93ba.html,85587,190267,2024-01-11,2024-02-08T16:31:06Z,235,NA
Joe Biden,potus-approve,All polls,2024-01-03,2024-01-04,RMG Research,1000,1000,rv,0.8372672655055472,41,58,40.06566124056903,57.20613519412983,NA,https://twitter.com/RMG_Research/status/1744452131048902938,85558,189990,2024-01-08,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2023-12-26,2024-01-03,Rasmussen Reports,1500,1500,lv,0.7250947216849343,43,55,41.53591844812355,52.263885742652384,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,85511,189694,2024-01-04,2024-02-08T16:31:06Z,277,NA
Joe Biden,potus-approve,All polls,2023-12-28,2024-01-02,Global Strategy Group/North Star Opinion Research,1000,1000,rv,0.8372672655055472,39,58,37.46248970459469,56.67643414740658,NA,https://www.ft.com/content/1a88f644-2670-4a9c-8d67-1e269096be0b,85552,189909,2024-01-08,2024-02-08T16:31:06Z,822,NA
Joe Biden,potus-approve,All polls,2023-12-27,2024-01-02,Morning Consult,7062,45000,a,1.2845982950052202,37,55,35.83794215693734,56.30701675481787,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,85532,189715,2024-01-04,2024-02-08T16:31:06Z,218,NA
Joe Biden,potus-approve,All polls,2023-12-31,2024-01-02,YouGov,1521,1521,a,1.0325919120263989,39,56,38.811355686811886,56.72123388150526,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_X9asmDv.pdf,85493,189609,2024-01-03,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2023-12-25,2023-12-31,Morning Consult,7062,45000,a,1.4039495191663738,37,55,35.83794215693734,56.30701675481787,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,85530,189713,2024-01-04,2024-02-08T16:31:06Z,218,NA
Joe Biden,potus-approve,All polls,2023-12-20,2023-12-28,Rasmussen Reports,1500,1500,lv,0.7250947216849343,46,53,44.53591844812355,50.263885742652384,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,85488,189583,2023-12-29,2024-02-08T16:31:06Z,277,NA
Joe Biden,potus-approve,All polls,2023-12-23,2023-12-26,Suffolk University,1000,1000,rv,0.8372672655055472,38.9,57.6,39.276100826510394,55.54711901428039,NA,https://www.usatoday.com/story/news/politics/elections/2024/01/01/biden-trump-poll-odds-black-hispanic-young-voters/72072111007/,85489,189585,2024-01-02,2024-02-08T16:31:06Z,323,NA
Joe Biden,potus-approve,All polls,2023-12-18,2023-12-24,Morning Consult,7062,45000,a,1.4039495191663738,39,54,37.83794215693734,55.30701675481787,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,85523,189706,2024-01-04,2024-02-08T16:31:06Z,218,NA
Joe Biden,potus-approve,All polls,2023-12-20,2023-12-21,RMG Research,1000,1000,rv,0.48339648112328953,36,62,35.06566124056903,61.20613519412983,NA,https://twitter.com/rmg_research/status/1738609653544579573,85486,189581,2023-12-27,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2023-12-01,2023-12-20,Gallup,1013,1013,a,0.8426919295019201,39,59,38.79488951266145,57.33058769233917,NA,https://news.gallup.com/poll/547763/biden-ends-2023-job-approval.aspx,85478,189486,2023-12-22,2024-02-08T16:31:06Z,112,NA
Joe Biden,potus-approve,All polls,2023-12-17,2023-12-20,American Research Group,1100,1100,a,0.8781333163454453,37,57,36.06943089292441,57.51230483845549,NA,https://americanresearchgroup.com/economy/,85465,189402,2023-12-21,2024-02-08T16:31:06Z,9,NA
Joe Biden,potus-approve,All polls,2023-12-13,2023-12-19,McLaughlin & Associates,1000,1000,lv,0.59203736110449,43,55,40.3194723280474,53.2069449371756,NA,https://mclaughlinonline.com/pols/wp-content/uploads/2023/12/National-December-Presentation-RELEASE-12-19-23.pdf,85470,189441,2023-12-21,2024-02-08T16:31:06Z,203,NA
Joe Biden,potus-approve,All polls,2023-12-18,2023-12-19,RMG Research,1000,1000,rv,0.59203736110449,39,59,38.06566124056903,58.20613519412983,NA,https://twitter.com/RMG_Research/status/1737565117011689730?s=20,85459,189384,2023-12-20,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2023-12-13,2023-12-19,Rasmussen Reports,1500,1500,lv,0.5920373611044899,44,54,42.53591844812355,51.263885742652384,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,85452,189285,2023-12-20,2024-02-08T16:31:06Z,277,NA
Joe Biden,potus-approve,All polls,2023-12-14,2023-12-18,Quinnipiac University,1844,1844,a,1.136958388793486,35,59,38.62695495552084,57.93165056520746,NA,https://poll.qu.edu/images/polling/us/us12202023_trends_uopw25.pdf,85458,189382,2023-12-20,2024-02-08T16:31:06Z,267,NA
Joe Biden,potus-approve,All polls,2023-12-14,2023-12-18,YouGov,1533,1533,a,0.5172634572336433,37,57,36.811355686811886,57.72123388150526,NA,https://news.yahoo.com/poll-trump-is-tied-with-biden-for-now--but-criminal-trials-and-unpopular-plans-pose-risks-for-2024-204526992.html,85454,189288,2023-12-20,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2023-12-16,2023-12-18,YouGov,1500,1500,a,0.5116657538173267,40,54,39.811355686811886,54.72123388150526,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_FBzrwMv.pdf,85453,189286,2023-12-20,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2023-12-11,2023-12-17,Morning Consult,7062,45000,a,1.4039495191663738,38,55,36.83794215693734,56.30701675481787,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,85516,189699,2024-01-04,2024-02-08T16:31:06Z,218,NA
Joe Biden,potus-approve,All polls,2023-12-14,2023-12-17,McLaughlin & Associates,2000,2000,rv,1.1840747222089798,39.4,60.6,37.446031667021366,58.49071403541619,NA,https://americasnewmajorityproject.com/strong-support-for-border-security-and-amnesty-reforms-in-secure-the-border-act-of-2023/,85481,189497,2023-12-22,2024-02-08T16:31:06Z,203,NA
Joe Biden,potus-approve,All polls,2023-12-15,2023-12-17,Data for Progress,1229,1229,lv,0.9281967713837894,41,57,38.53874502899594,55.33150518881701,NA,https://www.dataforprogress.org/blog/2023/12/20/americans-want-to-see-the-haudenosaunee-nationals-in-the-olympics,85467,189420,2023-12-21,2024-02-08T16:31:06Z,522,NA
Joe Biden,potus-approve,All polls,2023-12-15,2023-12-17,Leger,1000,1000,a,0.8372672655055472,39,50,38.10814210348787,49.106365787288375,NA,https://leger360.com/surveys/economic-recession-and-federal-politics/,85455,189289,2023-12-20,2024-02-08T16:31:06Z,572,NA
Joe Biden,potus-approve,All polls,2023-12-12,2023-12-16,Echelon Insights,1012,1012,lv,0.8422758880401254,41,58,38.456457341040505,57.07751633289645,NA,https://echeloninsights.com/in-the-news/dec2023-verified-voter-omnibus/,85482,189549,2023-12-22,2024-02-08T16:31:06Z,407,NA
Joe Biden,potus-approve,All polls,2023-12-04,2023-12-14,Verasight,4744,4744,a,1.4039495191663738,41,51,39.58601964590602,53.17203140617497,NA,https://consumer-variety-report.tiiny.co/,85462,189399,2023-12-21,2024-02-08T16:31:06Z,774,NA
Joe Biden,potus-approve,All polls,2023-12-10,2023-12-14,The New York Times/Siena College,1016,1016,rv,0.8439388232978328,37,58,38.16399689214295,56.7200171722362,NA,https://www.nytimes.com/2023/12/19/us/politics/biden-israel-gaza-poll.html,85438,189171,2023-12-19,2024-02-08T16:31:06Z,448,NA
Joe Biden,potus-approve,All polls,2023-12-13,2023-12-14,RMG Research,1000,1000,rv,0.59203736110449,38,59,37.06566124056903,58.20613519412983,NA,https://twitter.com/RMG_Research/status/1736755000053801095,85419,189089,2023-12-18,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2023-12-13,2023-12-14,Harris Insights & Analytics,2034,2034,rv,0.8443540453762378,43,56,40.35202398258512,55.974175800068444,NA,https://harvardharrispoll.com/wp-content/uploads/2023/12/HHP_Dec23_KeyResults.pdf,85408,189020,2023-12-15,2024-02-08T16:31:06Z,133,NA
Joe Biden,potus-approve,All polls,2023-12-10,2023-12-13,Beacon Research/Shaw & Co. Research,1007,1007,rv,0.8401925905435885,43,57,40.25263505895304,55.27788606300432,NA,https://www.foxnews.com/official-polls/fox-news-poll-trumps-lead-gop-primary-widens,85413,189052,2023-12-17,2024-02-08T16:31:06Z,103,NA
Joe Biden,potus-approve,All polls,2023-12-08,2023-12-12,Hart Research Associates/Public Opinion Strategies,1002,1002,a,0.838104114555531,35,59,35.4129048604579,58.413011105195125,NA,https://www.cnbc.com/2023/12/19/holiday-spending-to-be-up-big-even-as-approval-of-biden-hits-new-low-cnbc-economic-survey-shows.html,85439,189202,2023-12-19,2024-02-08T16:31:06Z,221,NA
Joe Biden,potus-approve,All polls,2023-12-09,2023-12-12,YouGov,1500,1500,a,0.5920373611044899,39,55,38.811355686811886,55.72123388150526,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_O1RjLdq.pdf,85335,188686,2023-12-13,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2023-12-06,2023-12-12,Rasmussen Reports,1500,1500,lv,0.5920373611044899,43,56,41.53591844812355,53.263885742652384,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,85334,188685,2023-12-13,2024-02-08T16:31:06Z,277,NA
Joe Biden,potus-approve,All polls,2023-12-07,2023-12-10,Clarity Campaign Labs,1052,1052,lv,0.8587603452240139,39,53,39.2471618525454,53.6337040382588,NA,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/657cbfcf5350902a33364e5a/1702674493048/Clarity+Omnibus+Overview+-+December+2023.pdf,85409,189039,2023-12-16,2024-02-08T16:31:06Z,52,NA
Joe Biden,potus-approve,All polls,2023-12-04,2023-12-10,Morning Consult,7062,45000,a,1.4039495191663738,38,55,36.83794215693734,56.30701675481787,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,85349,188865,2023-12-14,2024-02-08T16:31:06Z,218,NA
Joe Biden,potus-approve,All polls,2023-12-07,2023-12-09,The Winston Group,1000,1000,rv,0.8372672655055472,38,54,37.31175803172942,57.03823412968694,NA,https://www.winningtheissues.org/wp-content/uploads/2023/12/Winning-the-Issues-December-2023-National-Survey.pdf,85473,189465,2023-12-22,2024-02-08T16:31:06Z,385,NA
Joe Biden,potus-approve,All polls,2023-12-08,2023-12-08,Redfield & Wilton Strategies,1500,1500,rv,1.0254387894119787,40,47,41.64152069591837,54.10485415411968,NA,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-8-december-2023/,85360,188957,2023-12-15,2024-02-08T16:31:06Z,562,NA
Joe Biden,potus-approve,All polls,2023-12-06,2023-12-08,YouGov,2144,2144,a,0.7078086652982853,41,59,40.811355686811886,59.72123388150526,NA,https://www.cbsnews.com/news/cbs-news-poll-inflation-impact-living-standards-opportunity-2023-12-10/,84960,188223,2023-12-11,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2023-12-04,2023-12-07,Marist College,1259,1259,a,0.9394571520957753,40,53,39.74545368808445,54.18784830788141,NA,https://maristpoll.marist.edu/polls/2024-presidential-election-tossup-issues/,85332,188688,2023-12-13,2024-02-08T16:31:06Z,183,NA
Joe Biden,potus-approve,All polls,2023-12-05,2023-12-06,Global Strategy Group/North Star Opinion Research,1004,1004,rv,0.8389401288427469,40,57,38.46248970459469,55.67643414740658,NA,https://www.ft.com/content/6e10d54c-9cee-4361-b85b-0bf57e80f16c,85553,189910,2024-01-08,2024-02-08T16:31:06Z,822,NA
Joe Biden,potus-approve,All polls,2023-11-30,2023-12-06,Rasmussen Reports,1085,1085,lv,0.5035218876962361,44,55,42.53591844812355,52.263885742652384,NA,https://www.rasmussenreports.com/public_content/politics/partner_surveys/one_in_five_mail_in_voters_admit_they_cheated_in_2020_election,85328,188654,2023-12-12,2024-02-08T16:31:06Z,277,NA
Joe Biden,potus-approve,All polls,2023-12-04,2023-12-06,Emerson College,1000,1000,rv,0.8372672655055472,40.6,50.7,39.839590916673565,53.7975495259323,NA,https://emersoncollegepolling.com/december-2023-national-poll-economic-worries-and-anxiety-driving-younger-voters-away-from-biden/,84924,188130,2023-12-08,2024-02-08T16:31:06Z,88,NA
Joe Biden,potus-approve,All polls,2023-12-04,2023-12-05,RMG Research,1000,1000,rv,0.59203736110449,39,56,38.06566124056903,55.20613519412983,NA,https://twitter.com/ScottWRasmussen/status/1732928730455314539,84891,188097,2023-12-08,2024-02-08T16:31:06Z,555,NA
